1 2 3 4 5 6
102 8 9 5922 5 6167
1 17 18 5911 5 6167
102 8 9 6168 5 2242
1 17 18 6169 5 2242
44 8 9 6170 5 5913
48 8 9 6171 5 5913
52 8 9 6172 5 5913
50 8 9 6173 5 5913
139 8 9 6174 5 5913
50 8 9 6173 5 5913
44 8 9 6170 5 5913
52 8 9 6172 5 5913
48 8 9 6171 5 5913
636 8 9 6175 5 4123
1 17 18 6176 5 4123
4381 8 9 6177 5 6178
1 17 18 6122 5 6178
44 8 9 6170 5 5913
48 8 9 6171 5 5913
1 17 18 5914 5 5913
1 17 18 5914 5 5913
1 17 18 6044 5 6045
640 8 9 6179 5 6045
1 17 18 6044 5 6045
1 17 18 6044 5 6045
102 8 9 6180 5 6045
1 17 18 6044 5 6045
150 8 9 6181 5 6045
1 17 18 6044 5 6045
44 8 9 6182 5 4123
1 17 18 6176 5 4123
1 17 18 6067 5 6183
634 8 9 6184 5 6185
636 8 9 6186 5 6185
1 17 18 6187 5 6185
634 8 9 6184 5 6185
636 8 9 6186 5 6185
1 17 18 6187 5 6185
102 8 9 6188 5 6183
102 8 9 6188 5 6183
1 17 18 6067 5 6183
1 17 18 6067 5 6183
102 8 9 6189 5 6178
1 17 18 6122 5 6178
1700 8 9 6190 5 6191
1 17 18 6192 5 6191
636 8 9 6193 5 6194
1 17 18 6195 5 6194
102 8 9 6196 5 6113
1 17 18 6112 5 6113
1 17 18 6112 5 6113
634 8 9 6197 5 6194
1 17 18 6195 5 6194
636 8 9 6193 5 6194
1 17 18 6195 5 6194
604 8 9 6198 5 6194
1 17 18 6195 5 6194
606 8 9 6199 5 6194
1 17 18 6195 5 6194
26 8 9 6200 5 6113
1 17 18 6112 5 6113
1 17 18 6112 5 6113
636 8 9 6201 5 5913
1700 8 9 6202 5 5913
571 8 9 6203 5 6194
1 17 18 6195 5 6194
88 8 9 6204 5 6205
604 8 9 6206 5 5913
634 8 9 6184 5 6185
636 8 9 6186 5 6185
102 8 9 6207 5 6208
604 8 9 6209 5 6185
606 8 9 6210 5 6185
1 17 18 6211 5 6208
571 8 9 6212 5 6185
573 8 9 6213 5 6185
88 8 9 6214 5 6185
75 8 9 6215 5 6185
44 8 9 6216 5 6185
1 17 18 6187 5 6185
48 8 9 6217 5 6185
1 17 18 6187 5 6185
606 8 9 6218 5 5913
102 8 9 6219 5 6208
1700 8 9 6220 5 6221
1 17 18 6222 5 6221
1 17 18 6223 5 6208
102 8 9 5931 5 6224
4381 8 9 6225 5 6224
1 17 18 5929 5 6224
1 17 18 6226 5 6205
573 8 9 6227 5 6205
1 17 18 6226 5 6205
88 8 9 6204 5 6205
1 17 18 6226 5 6205
75 8 9 6228 5 6205
1 17 18 6226 5 6205
48 8 9 6229 5 6205
1 17 18 6226 5 6205
634 8 9 6230 5 6221
636 8 9 6231 5 6221
604 8 9 6232 5 6221
571 8 9 6233 5 6221
573 8 9 6234 5 6221
88 8 9 6235 5 6221
75 8 9 6236 5 6221
44 8 9 6237 5 6221
48 8 9 6238 5 6221
52 8 9 6239 5 6221
50 8 9 6240 5 6221
139 8 9 6241 5 6221
143 8 9 6242 5 6221
7 8 9 6243 5 6221
52 8 9 6244 5 6205
1 17 18 6226 5 6205
50 8 9 6245 5 6205
1 17 18 6222 5 6221
1 17 18 6226 5 6205
139 8 9 6246 5 6205
1 17 18 6226 5 6205
102 8 9 6196 5 6113
1 17 18 6112 5 6113
573 8 9 6247 5 6194
1 17 18 6195 5 6194
88 8 9 6248 5 6194
1 17 18 6195 5 6194
75 8 9 6249 5 6194
1 17 18 6195 5 6194
1700 8 9 6220 5 6221
4369 8 9 6250 5 6221
1698 8 9 6251 5 6221
1 17 18 6192 5 6191
78 79 9 6252 5 6191
1 17 18 6192 5 6191
640 8 9 6253 5 6205
1 17 18 6226 5 6205
640 8 9 6253 5 6205
1 17 18 6226 5 6205
606 8 9 6218 5 5913
44 8 9 6254 5 6066
1 17 18 6065 5 6066
48 8 9 6255 5 6066
634 8 9 6256 5 5913
1 17 18 6065 5 6066
75 8 9 6257 5 6066
1 17 18 6065 5 6066
48 8 9 6255 5 6066
88 8 9 6204 5 6205
1 17 18 6226 5 6205
65 8 9 6258 5 5913
34 8 9 6259 5 5913
1700 8 9 6260 5 6145
1 17 18 6146 5 6145
634 8 9 6261 5 6145
1 17 18 6146 5 6145
636 8 9 6262 5 6145
1 17 18 6146 5 6145
604 8 9 6263 5 6145
1 17 18 6146 5 6145
606 8 9 6264 5 6145
1 17 18 6146 5 6145
649 8 9 6265 5 6145
1 17 18 6146 5 6145
1 17 18 6063 5 6266
102 8 9 6267 5 6268
1 17 18 6269 5 6268
1 17 18 6222 5 6221
102 8 9 6270 5 6271
4381 8 9 6272 5 6271
1 17 18 6273 5 6271
26 8 9 6274 5 6271
1 17 18 6273 5 6271
649 8 9 6275 5 6271
1 17 18 6273 5 6271
88 8 9 6204 5 6205
1 17 18 6226 5 6205
34 8 9 6276 5 6277
1 17 18 6278 5 6277
75 8 9 6228 5 6205
102 8 9 6279 5 6280
1 17 18 6051 5 6280
102 8 9 6281 5 6282
1 17 18 6283 5 6282
48 8 9 6284 5 6194
102 8 9 6285 5 6086
1 17 18 6087 5 6086
1 17 18 6195 5 6194
636 8 9 6286 5 6016
604 8 9 6287 5 6016
571 8 9 6203 5 6194
1 17 18 6195 5 6194
573 8 9 6247 5 6194
1 17 18 6195 5 6194
88 8 9 6248 5 6194
1 17 18 6195 5 6194
634 8 9 6288 5 6289
1 17 18 6290 5 6289
75 8 9 6249 5 6194
1 17 18 6195 5 6194
634 8 9 6291 5 6016
636 8 9 6286 5 6016
604 8 9 6287 5 6016
606 8 9 6292 5 6016
573 8 9 6293 5 6016
1 17 18 6195 5 6194
44 8 9 6294 5 6194
1 17 18 6195 5 6194
649 8 9 6029 5 6016
1 17 18 6015 5 6016
75 8 9 6249 5 6194
1 17 18 6195 5 6194
44 8 9 6294 5 6194
1 17 18 6195 5 6194
1 17 18 6044 5 6045
150 8 9 6295 5 6045
1 17 18 6044 5 6045
150 8 9 6181 5 6045
1 17 18 6044 5 6045
34 8 9 6296 5 6045
1 17 18 6044 5 6045
65 8 9 6297 5 6045
1 17 18 6044 5 6045
69 8 9 6298 5 6045
1 17 18 6044 5 6045
57 8 9 6299 5 6045
1 17 18 6044 5 6045
102 8 9 6180 5 6045
1 17 18 6044 5 6045
102 8 9 6180 5 6045
1 17 18 6044 5 6045
640 8 9 6179 5 6045
1 17 18 6044 5 6045
48 8 9 6300 5 6045
1 17 18 6044 5 6045
102 8 9 6180 5 6045
4381 8 9 6301 5 6045
1 17 18 6044 5 6045
1700 8 9 6302 5 6178
1 17 18 6122 5 6178
26 8 9 6303 5 5986
1 17 18 6304 5 5986
1 17 18 6058 5 6094
48 8 9 6305 5 6094
48 8 9 6305 5 6094
1 17 18 6306 5 6094
636 8 9 6307 5 6289
1 17 18 6290 5 6289
634 8 9 6288 5 6289
1 17 18 6290 5 6289
636 8 9 6307 5 6289
1 17 18 6290 5 6289
636 8 9 6307 5 6289
571 8 9 6308 5 6289
1 17 18 6290 5 6289
48 8 9 6309 5 6094
1 17 18 6058 5 6094
26 8 9 6310 5 6194
1 17 18 6195 5 6194
1700 8 9 6311 5 6312
44 8 9 6294 5 6194
1 17 18 6195 5 6194
48 8 9 6284 5 6194
1 17 18 6195 5 6194
102 8 9 6279 5 6312
1 17 18 6051 5 6312
143 8 9 6313 5 6094
1 17 18 6058 5 6094
102 8 9 6314 5 6014
1 17 18 6013 5 6014
34 8 9 6315 5 6014
1 17 18 6013 5 6014
604 8 9 6316 5 6289
1 17 18 6290 5 6289
102 8 9 6279 5 6312
1 17 18 6051 5 6312
634 8 9 6230 5 6221
636 8 9 6231 5 6221
606 8 9 6317 5 6221
604 8 9 6232 5 6221
1 17 18 6222 5 6221
88 8 9 6235 5 6221
1 17 18 6222 5 6221
573 8 9 6234 5 6221
1 17 18 6222 5 6221
88 8 9 6235 5 6221
1 17 18 6222 5 6221
75 8 9 6236 5 6221
1 17 18 6222 5 6221
606 8 9 6318 5 6289
1 17 18 6290 5 6289
26 8 9 6310 5 6194
1 17 18 6195 5 6194
1 17 18 6051 5 6050
649 8 9 6093 5 6094
649 8 9 6093 5 6094
1 17 18 6058 5 6094
573 8 9 6319 5 6094
1 17 18 6058 5 6094
571 8 9 6308 5 6289
1 17 18 6290 5 6289
1700 8 9 6320 5 6194
571 8 9 6321 5 6094
1 17 18 6195 5 6194
1 17 18 6058 5 6094
571 8 9 6233 5 6221
1 17 18 6222 5 6221
75 8 9 6236 5 6221
1 17 18 6222 5 6221
52 8 9 6239 5 6221
1 17 18 6222 5 6221
7 8 9 6243 5 6221
1700 8 9 6311 5 6050
1 17 18 6067 5 6322
1 17 18 6051 5 6050
102 8 9 6188 5 6322
1 17 18 6067 5 6322
1700 8 9 6323 5 6322
26 8 9 6324 5 6325
34 8 9 6326 5 6325
32 8 9 6327 5 6325
65 8 9 6328 5 6325
69 8 9 6329 5 6325
57 8 9 6330 5 6325
606 8 9 6331 5 6332
1 17 18 6333 5 6325
571 8 9 6334 5 6332
1 17 18 6335 5 6332
102 8 9 6196 5 6113
1 17 18 6112 5 6113
573 8 9 6336 5 6332
1 17 18 6335 5 6332
102 8 9 6337 5 6208
1 17 18 6338 5 6208
573 8 9 6339 5 6340
26 8 9 6341 5 6340
4381 8 9 6342 5 6340
636 8 9 6343 5 6113
1 17 18 6344 5 6340
1 17 18 6112 5 6113
1 17 18 6112 5 6113
48 8 9 6345 5 6113
1 17 18 6112 5 6113
75 8 9 6346 5 6113
1 17 18 6112 5 6113
88 8 9 6347 5 6113
1 17 18 6112 5 6113
102 8 9 6348 5 6340
573 8 9 6349 5 6113
1 17 18 6344 5 6340
1 17 18 6112 5 6113
1700 8 9 6220 5 6221
1 17 18 6222 5 6221
1700 8 9 6220 5 6221
1 17 18 6222 5 6221
102 8 9 6350 5 6221
4393 8 9 6351 5 6221
1 17 18 6222 5 6221
78 79 9 6352 5 6322
1 17 18 6067 5 6322
40 8 9 6353 5 6094
42 8 9 6354 5 6094
38 8 9 6355 5 6094
36 8 9 6356 5 6094
34 8 9 6357 5 6094
32 8 9 6358 5 6094
65 8 9 6359 5 6094
69 8 9 6360 5 6094
57 8 9 6361 5 6094
1 17 18 6306 5 6094
88 8 9 6362 5 6332
1 17 18 6335 5 6332
75 8 9 6363 5 6332
1 17 18 6335 5 6332
44 8 9 6364 5 6332
1 17 18 6335 5 6332
44 8 9 6364 5 6332
1 17 18 6335 5 6332
75 8 9 6363 5 6332
1 17 18 6335 5 6332
636 8 9 6365 5 6366
634 8 9 6367 5 6368
1 17 18 6369 5 6368
636 8 9 6370 5 1867
26 8 9 6324 5 6325
1 17 18 6333 5 6325
88 8 9 6371 5 1867
75 8 9 6372 5 1867
640 8 9 6373 5 6140
1 17 18 6141 5 6140
634 8 9 6367 5 6368
604 8 9 6374 5 6368
606 8 9 6375 5 6368
604 8 9 6374 5 6368
636 8 9 6376 5 6368
634 8 9 6367 5 6368
1 17 18 6369 5 6368
1 17 18 6040 5 6366
102 8 9 6139 5 6140
1 17 18 6141 5 6140
44 8 9 6294 5 6194
1 17 18 6195 5 6194
102 8 9 6196 5 6113
1 17 18 6112 5 6113
44 8 9 6364 5 6332
1 17 18 6335 5 6332
1700 8 9 6377 5 6378
1 17 18 6306 5 6378
636 8 9 6379 5 6094
1 17 18 6058 5 6094
1700 8 9 6377 5 6094
1700 8 9 6380 5 6113
604 8 9 6206 5 5913
606 8 9 6218 5 5913
7 8 9 6381 5 6332
1 17 18 6335 5 6332
1 17 18 6112 5 6113
26 8 9 6382 5 6014
1 17 18 6013 5 6014
1700 8 9 6383 5 6014
1 17 18 6013 5 6014
649 8 9 6039 5 6366
69 8 9 6384 5 1867
65 8 9 6385 5 1867
32 8 9 6386 5 1867
48 8 9 6171 5 5913
34 8 9 6387 5 1867
1 17 18 6013 5 6014
1700 8 9 6202 5 5913
1 17 18 5914 5 5913
1700 8 9 6377 5 6094
604 8 9 6388 5 6366
606 8 9 6389 5 6366
571 8 9 6390 5 6366
640 8 9 6391 5 6366
573 8 9 6392 5 6366
88 8 9 6393 5 6366
44 8 9 6394 5 6366
1 17 18 6040 5 6366
7 8 9 6395 5 6366
573 8 9 6392 5 6366
1 17 18 6040 5 6366
1 17 518 6396 5 6366
1 17 518 6397 5 6366
1 17 518 6398 5 6366
1 17 24 6399 5 6366
1 17 24 6399 5 6366
1 17 518 6400 5 6366
606 8 9 6401 5 6094
571 8 9 6402 5 6094
573 8 9 6403 5 6094
75 8 9 6404 5 6094
88 8 9 6405 5 6094
44 8 9 6406 5 6094
78 79 80 6407 5 6366
636 8 9 6408 5 6094
634 8 9 6409 5 6094
604 8 9 6410 5 6094
1 17 18 6040 5 6366
48 8 9 6305 5 6094
52 8 9 6411 5 6094
50 8 9 6412 5 6094
139 8 9 6413 5 6094
7 8 9 6414 5 6094
143 8 9 6415 5 6094
102 8 9 6139 5 6140
102 8 9 6416 5 6417
1 17 18 6306 5 6094
78 79 80 6418 5 6094
1 17 18 6306 5 6094
1 17 18 6419 5 6417
75 8 9 6372 5 1867
48 8 9 6420 5 1867
42 8 9 6421 5 1867
40 8 9 6422 5 1867
1698 8 9 6423 5 1867
1700 8 9 6424 5 1867
1 17 18 6425 5 1867
26 8 9 6426 5 6427
1 17 18 6428 5 6427
102 8 9 6429 5 378
1 17 18 6037 5 378
640 8 9 6430 5 378
4381 8 9 6431 5 378
1 17 18 6037 5 378
139 8 9 6432 5 6433
1 17 18 6434 5 6433
1700 8 9 6435 5 6011
1 17 18 6012 5 6011
1700 8 9 6190 5 6191
1 17 18 6192 5 6191
26 8 9 6436 5 378
1 17 18 6037 5 378
4381 8 9 6437 5 6205
4381 8 9 6437 5 6205
69 8 9 6438 5 6439
57 8 9 6440 5 6439
1 17 18 6087 5 6086
1700 8 9 6441 5 6086
1 17 18 6226 5 6205
1700 8 9 6442 5 6208
604 8 9 6443 5 6205
1700 8 9 6442 5 6208
1 17 18 6211 5 6208
1700 8 9 6442 5 6208
1 17 18 6226 5 6205
26 8 9 6444 5 6445
4369 8 9 6446 5 6445
1698 8 9 6447 5 6445
1 17 18 6015 5 6445
26 8 9 6448 5 6449
102 8 9 6450 5 6449
42 8 9 6451 5 6449
38 8 9 6102 5 6449
150 8 9 6452 5 6449
36 8 9 6103 5 6449
34 8 9 6104 5 6449
150 8 9 6453 5 6449
69 8 9 6100 5 6449
57 8 9 6101 5 6449
1 17 18 6107 5 6449
606 8 9 6454 5 6205
4381 8 9 6437 5 6205
4393 8 9 6455 5 6205
1 17 18 6226 5 6205
640 8 9 6253 5 6205
1 17 18 6226 5 6205
571 8 9 6456 5 6205
1 17 18 6226 5 6205
573 8 9 6227 5 6205
1 17 18 6226 5 6205
88 8 9 6204 5 6205
1 17 18 6226 5 6205
75 8 9 6228 5 6205
1 17 18 6226 5 6205
44 8 9 6457 5 6205
1 17 18 6226 5 6205
1700 8 9 6458 5 6277
1 17 18 6278 5 6277
1 17 18 6141 5 6140
150 8 9 6459 5 6140
1 17 18 6141 5 6140
1700 8 9 6442 5 6208
1 17 18 6211 5 6208
604 8 9 6460 5 6066
1 17 18 6065 5 6066
1 17 18 6107 5 6449
640 8 9 6461 5 6449
4381 8 9 6462 5 6449
1 17 18 6107 5 6449
102 8 9 6463 5 6464
636 8 9 6465 5 6124
1 17 18 5920 5 6124
573 8 9 6466 5 6140
1 17 18 6141 5 6140
48 8 9 6467 5 6140
1 17 18 6141 5 6140
57 8 9 6440 5 6439
1 17 18 6468 5 6464
102 8 9 6450 5 6449
1 17 18 6107 5 6449
1 17 18 6141 5 6140
44 8 9 6457 5 6205
1 17 18 6226 5 6205
52 8 9 6244 5 6205
1 17 18 6226 5 6205
48 8 9 6284 5 6194
1 17 18 6195 5 6194
52 8 9 6469 5 6194
1 17 18 6195 5 6194
102 8 9 6470 5 6439
571 8 9 6390 5 6366
640 8 9 6373 5 6140
1 17 18 6141 5 6140
1 17 18 6040 5 6366
640 8 9 6471 5 6194
640 8 9 6373 5 6140
1 17 18 6195 5 6194
640 8 9 6471 5 6194
1 17 18 6195 5 6194
150 8 9 6472 5 6194
1 17 18 6195 5 6194
1 17 18 6141 5 6140
102 8 9 6139 5 6140
102 8 9 6473 5 6194
1 17 18 6141 5 6140
1 17 18 6474 5 6475
1 17 353 6476 5 6475
1 17 18 6474 5 6475
1 17 18 6087 5 6086
1 17 18 6195 5 6194
50 8 9 6477 5 6478
1 17 18 6169 5 6478
48 8 9 6479 5 6480
1 17 18 6176 5 6480
50 8 9 6481 5 6480
1 17 18 6176 5 6480
26 8 9 6482 5 6178
34 8 9 6483 5 6480
1 17 18 6176 5 6480
1 17 18 6122 5 6178
65 8 9 6484 5 6480
1 17 18 6176 5 6480
102 8 9 6189 5 6178
1 17 18 6122 5 6178
32 8 9 6485 5 6480
1 17 18 6176 5 6480
150 8 9 6486 5 6480
1 17 18 6176 5 6480
150 8 9 6487 5 6480
1 17 18 6176 5 6480
150 8 9 6488 5 6480
1 17 18 6176 5 6480
102 8 9 6207 5 6489
1 17 18 6211 5 6489
634 8 9 6490 5 6480
1 17 18 6176 5 6480
1700 8 9 6441 5 6086
640 8 9 6491 5 6480
1 17 18 6087 5 6086
1 17 18 6176 5 6480
4369 8 9 6492 5 6224
1698 8 9 6493 5 6224
1700 8 9 6494 5 6224
102 8 9 6495 5 6224
320 8 9 6496 5 6224
280 8 9 6497 5 6224
40 8 9 6498 5 6224
150 8 9 6499 5 6224
42 8 9 6500 5 6224
38 8 9 6501 5 6224
1 17 18 6502 5 6224
150 8 9 6503 5 6224
150 8 9 6503 5 6224
36 8 9 6504 5 6224
150 8 9 6505 5 6224
4381 8 9 6506 5 378
34 8 9 6507 5 6224
1 17 18 5916 5 378
32 8 9 6508 5 6224
65 8 9 6509 5 6224
1 17 18 6502 5 6224
65 8 9 6509 5 6224
69 8 9 6510 5 6224
57 8 9 6511 5 6224
634 8 9 6512 5 6224
636 8 9 6513 5 6224
604 8 9 6514 5 6224
606 8 9 6515 5 6224
571 8 9 6516 5 6224
4393 8 9 6517 5 6224
640 8 9 6518 5 6224
573 8 9 6519 5 6224
88 8 9 6520 5 6224
75 8 9 6521 5 6224
44 8 9 6522 5 6224
1 17 18 6502 5 6224
44 8 9 6522 5 6224
48 8 9 6523 5 6224
52 8 9 6524 5 6224
50 8 9 6525 5 6224
139 8 9 6526 5 6224
143 8 9 6527 5 6224
1 17 18 6502 5 6224
143 8 9 6527 5 6224
7 8 9 6528 5 6224
1 17 18 6502 5 6224
649 8 9 6121 5 6111
1 17 18 6110 5 6111
1 17 18 5920 5 3321
102 8 9 6529 5 3321
1 17 18 5920 5 3321
649 8 9 6083 5 3321
1 17 18 5920 5 3321
1 17 18 5919 5 5918
604 8 9 6530 5 5918
1 17 18 5919 5 5918
57 8 9 6531 5 6178
1 17 18 6122 5 6178
26 8 9 6482 5 6178
1 17 18 6122 5 6178
1 17 18 6195 5 6194
102 8 9 6139 5 6140
1 17 18 6141 5 6140
150 8 9 6532 5 6140
1 17 18 6141 5 6140
150 8 9 6533 5 6140
1 17 18 6141 5 6140
150 8 9 6459 5 6140
1 17 18 6141 5 6140
150 8 9 6532 5 6140
320 8 9 6534 5 6140
1 17 18 6141 5 6140
150 8 9 6532 5 6140
1 17 18 6141 5 6140
150 8 9 6533 5 6140
1 17 18 6141 5 6140
150 8 9 6459 5 6140
1 17 18 6141 5 6140
150 8 9 6532 5 6140
1 17 18 6141 5 6140
26 8 9 6535 5 6140
4381 8 9 6536 5 6140
1 17 18 6141 5 6140
102 8 9 6139 5 6140
1 17 18 6141 5 6140
1700 8 9 6537 5 6538
1 17 18 6539 5 6538
604 8 9 6540 5 6084
1 17 18 5920 5 6084
320 8 9 6541 5 6542
40 8 9 6543 5 6542
150 8 9 6544 5 6542
42 8 9 6545 5 6542
38 8 9 6546 5 6542
150 8 9 6547 5 6542
36 8 9 6548 5 6542
150 8 9 6549 5 6542
34 8 9 6550 5 6542
32 8 9 6551 5 6542
65 8 9 6552 5 6542
69 8 9 6553 5 6542
57 8 9 6554 5 6542
1 17 18 6555 5 6542
57 8 9 6554 5 6542
1 17 18 6555 5 6542
44 8 9 6364 5 6332
1 17 18 6335 5 6332
48 8 9 6556 5 6332
1 17 18 6335 5 6332
102 8 9 6557 5 6558
1 17 18 6559 5 6558
634 8 9 6560 5 6084
1 17 18 6561 5 6562
48 8 9 6556 5 6332
1 17 18 6335 5 6332
52 8 9 6563 5 6332
1 17 18 6335 5 6332
52 8 9 6563 5 6332
1 17 18 6335 5 6332
1 17 18 6065 5 6066
102 8 9 6168 5 6478
50 8 9 6564 5 6332
1 17 18 6335 5 6332
139 8 9 6565 5 6332
1 17 18 6335 5 6332
139 8 9 6565 5 6332
1 17 18 6335 5 6332
571 8 9 6566 5 6478
143 8 9 6567 5 6332
1 17 18 6335 5 6332
102 8 9 6568 5 6368
57 8 9 6440 5 6439
7 8 9 6381 5 6332
1 17 18 6335 5 6332
1 17 18 6335 5 6332
1700 8 9 6569 5 6562
1 17 18 6561 5 6562
139 8 9 6570 5 6478
1700 8 9 6571 5 6332
1 17 18 6335 5 6332
636 8 9 6465 5 6084
102 8 9 6028 5 6572
1 17 18 6027 5 6572
1 17 18 6369 5 6368
604 8 9 6540 5 6084
606 8 9 6573 5 6084
102 8 9 6574 5 6332
604 8 9 6575 5 6332
1 17 18 6335 5 6332
102 8 9 6470 5 6439
1 17 18 6018 5 6439
102 8 9 6470 5 6439
606 8 9 6331 5 6332
1 17 18 5920 5 6084
102 8 9 6207 5 6208
1 17 18 6211 5 6208
636 8 9 6576 5 6577
604 8 9 6578 5 6577
571 8 9 6579 5 6577
573 8 9 6580 5 6577
88 8 9 6581 5 6577
75 8 9 6582 5 6577
44 8 9 6583 5 6577
48 8 9 6584 5 6577
52 8 9 6585 5 6577
50 8 9 6586 5 6577
4381 8 9 6506 5 6004
139 8 9 6587 5 6577
1 17 18 5916 5 6004
143 8 9 6588 5 6577
7 8 9 6589 5 6577
1 17 18 6590 5 6577
143 8 9 6588 5 6577
7 8 9 6589 5 6577
1 17 18 6590 5 6577
7 8 9 6589 5 6577
1 17 18 6590 5 6577
102 8 9 6470 5 6439
1700 8 9 6591 5 6439
1 17 18 6018 5 6439
640 8 9 6592 5 6208
4393 8 9 6593 5 6208
1 17 18 6211 5 6208
640 8 9 6592 5 6208
1 17 18 6211 5 6208
102 8 9 6207 5 6208
4381 8 9 6594 5 6208
1 17 18 6211 5 6208
26 8 9 6595 5 6368
1 17 18 6369 5 6368
640 8 9 6596 5 6066
1 17 18 6065 5 6066
1700 8 9 6597 5 6066
1700 8 9 6598 5 6577
636 8 9 6599 5 6577
604 8 9 6600 5 6577
606 8 9 6601 5 6577
634 8 9 6602 5 6577
1 17 18 6603 5 6577
1 17 18 6112 5 6113
1700 8 9 6380 5 6113
1 17 18 6112 5 6113
649 8 9 6029 5 6604
634 8 9 6291 5 6604
636 8 9 6286 5 6604
604 8 9 6287 5 6604
636 8 9 6286 5 6604
606 8 9 6292 5 6604
1 17 18 6015 5 6604
65 8 9 6605 5 6017
649 8 9 5917 5 5918
1 17 18 5919 5 5918
26 8 9 6606 5 6607
1 17 18 6608 5 6607
40 8 9 6609 5 6066
150 8 9 6610 5 6066
42 8 9 6611 5 6066
38 8 9 6612 5 6066
150 8 9 6613 5 6066
36 8 9 6614 5 6066
150 8 9 6615 5 6066
34 8 9 6616 5 6066
32 8 9 6617 5 6066
65 8 9 6618 5 6066
69 8 9 6619 5 6066
57 8 9 6620 5 6066
1 17 18 6065 5 6066
1 17 18 6176 5 6480
26 8 9 6621 5 6480
1 17 18 6176 5 6480
139 8 9 6622 5 6480
1 17 18 6176 5 6480
143 8 9 6623 5 6480
640 8 9 6491 5 6480
1 17 18 6176 5 6480
640 8 9 6491 5 6480
4381 8 9 6624 5 6480
26 8 9 6621 5 6480
1 17 18 6176 5 6480
26 8 9 6621 5 6480
1 17 18 6176 5 6480
4369 8 9 6625 5 6464
1700 8 9 6626 5 6464
1 17 18 6468 5 6464
34 8 9 6627 5 6017
32 8 9 6628 5 6017
65 8 9 6605 5 6017
69 8 9 6438 5 6017
57 8 9 6440 5 6017
4369 8 9 6625 5 6464
1698 8 9 6629 5 6464
48 8 9 6479 5 6480
1 17 18 6176 5 6480
7 8 9 6630 5 6480
1 17 18 6176 5 6480
143 8 9 6623 5 6480
1 17 18 6176 5 6480
50 8 9 6481 5 6480
1 17 18 6176 5 6480
139 8 9 6622 5 6480
1 17 18 6176 5 6480
1700 8 9 6626 5 6464
4381 8 9 6631 5 6464
1 17 18 6468 5 6464
26 8 9 6621 5 6480
649 8 9 6052 5 6053
4393 8 9 6632 5 6480
1 17 18 6176 5 6480
1 17 18 6054 5 6053
40 8 9 6633 5 6634
57 8 9 6440 5 6017
32 8 9 6628 5 6017
65 8 9 6605 5 6017
69 8 9 6438 5 6017
1 17 18 6018 5 6017
102 8 9 6635 5 6634
1 17 18 6636 5 6634
1 17 18 6636 5 6634
573 8 9 6637 5 6538
1 17 18 6539 5 6538
1700 8 9 6537 5 6538
1 17 18 6539 5 6538
1698 8 9 6638 5 6017
143 8 9 6639 5 6017
7 8 9 6640 5 6017
65 8 9 6605 5 6017
1 17 18 6018 5 6017
102 8 9 6470 5 6017
1700 8 9 6591 5 6017
1 17 18 6018 5 6017
636 8 9 6175 5 6480
1 17 18 6176 5 6480
143 8 9 6641 5 6478
640 8 9 6642 5 6478
102 8 9 6643 5 6268
1 17 18 6644 5 6268
150 8 9 6645 5 6208
320 8 9 6646 5 6208
1 17 18 5958 5 6208
40 8 9 6647 5 6208
1 17 18 5958 5 6208
7 8 9 6648 5 6478
1 17 18 6169 5 6478
26 8 9 6200 5 6113
1 17 18 6112 5 6113
640 8 9 6642 5 6478
1 17 18 6169 5 6478
102 8 9 5931 5 6224
1 17 18 5929 5 6224
1 17 18 5929 5 6224
40 8 9 6649 5 6224
1 17 18 5929 5 6224
42 8 9 6650 5 6224
1 17 18 5929 5 6224
150 8 9 6651 5 6224
1 17 18 5929 5 6224
36 8 9 6652 5 6224
1 17 18 5929 5 6224
57 8 9 6653 5 6208
65 8 9 6654 5 6208
69 8 9 6655 5 6208
57 8 9 6653 5 6208
1 17 18 5958 5 6208
649 8 9 6656 5 6657
1 17 18 6434 5 6657
139 8 9 6432 5 6657
143 8 9 6658 5 6657
1 17 18 6434 5 6657
1 17 18 6434 5 6657
7 8 9 6659 5 6657
1 17 18 6434 5 6657
7 8 9 6659 5 6657
26 8 9 6660 5 6208
1 17 18 6434 5 6657
1 17 18 6211 5 6208
40 8 9 6661 5 6123
42 8 9 6662 5 6123
1 17 18 6122 5 6123
26 8 9 6482 5 6123
34 8 9 6663 5 6123
36 8 9 6664 5 6123
38 8 9 6665 5 6123
1 17 18 6122 5 6123
1700 8 9 6591 5 6439
102 8 9 6470 5 6439
1 17 18 6018 5 6439
1 17 18 6063 5 6666
573 8 9 6667 5 6666
1 17 18 6063 5 6666
48 8 9 6668 5 6666
1 17 18 6063 5 6666
52 8 9 6669 5 6666
1 17 18 6063 5 6666
50 8 9 6670 5 6666
1 17 18 6063 5 6666
52 8 9 6669 5 6666
1 17 18 6063 5 6666
634 8 9 6671 5 6666
1 17 18 6063 5 6666
636 8 9 6672 5 6666
1 17 18 6063 5 6666
604 8 9 6673 5 6666
1 17 18 6063 5 6666
606 8 9 6674 5 6666
1 17 18 6063 5 6666
1 17 18 6675 5 6676
1700 8 9 6677 5 6676
1 17 18 6675 5 6676
1 17 18 6559 5 6558
1700 8 9 6678 5 6185
1 17 18 6187 5 6185
571 8 9 6308 5 6289
1 17 18 6290 5 6289
7 8 9 6679 5 6680
